Year,Title,Artist,Weeks,Rank
1970,It's Impossible,Perry Como,17,19
1970,He Ain't Heavy...He's My Brother,Neil Diamond,11,20
1970,Be My Baby,Andy Kim,11,21
1970,One Man Band,Three Dog Night,11,22
1970,Pay To The Piper,Chairmen Of The Board,13,23
1970,If I Were Your Woman,Gladys Knight And The Pips,15,24
1970,Can't Stop Loving You,Tom Jones,8,25
1970,Lonely Days,Bee Gees,14,26
1970,Montego Bay,Bobby Bloom,16,27
1970,Immigrant Song,Led Zeppelin,13,28
1970,Your Song,Elton John,14,29
1970,Share The Land,The Guess Who,10,30
1970,Love The One You're With,Stephen Stills,11,31
1970,You Don't Have To Say You Love Me/Patch It Up,Elvis Presley,10,32
1970,Rose Garden,Lynn Anderson,17,33
1970,I'm Not My Brothers Keeper,The Flaming Ember,13,34
1970,Fire And Rain,James Taylor,16,35
1970,Do It,Neil Diamond,10,36
1970,Border Song (Holy Moses)/You And Me,Aretha Franklin,7,37
1970,After Midnight,Eric Clapton,12,38
1970,Games,Redeye,14,39
1970,We Gotta Get You A Woman,Runt,17,40
1970,Heaven Help Us All,Stevie Wonder,11,41
1970,If You Were Mine,Ray Charles,18,42
1970,Only Love Can Break Your Heart,Neil Young,12,43
1970,Mr. Bojangles,Nitty Gritty Dirt Band,19,44
1970,Silver Moon,Michael Nesmith & The First National Band,9,45
1970,The Green Grass Starts To Grow,Dionne Warwick,9,46
1970,Morning,Jim Ed Brown,11,47
1970,(Don't Worry) If There's A Hell Below We're All Going To Go,Curtis Mayfield,12,48
1970,Most Of All,B.J. Thomas,10,49
1970,Stop The War Now,Edwin Starr,8,50
1970,Stealer,Free,8,51
1970,Amos Moses,Jerry Reed,24,52
1970,Born To Wander,Rare Earth,11,53
1970,Ace Of Spade,O.V. Wright,8,54
1970,It's All In Your Mind,Clarence Carter,9,55
1970,I Really Don't Want To Know/There Goes My Everything,Elvis Presley,9,56
1970,Ruby Tuesday,Melanie,7,57
1970,Amazing Grace,Judy Collins,15,58
1970,All I Have,The Moments,9,59
1970,Flesh And Blood,Johnny Cash,7,60
1970,Paranoid,Black Sabbath,8,61
1970,Somebody's Watching You,Little Sister,13,62
1970,"Precious, Precious",Jackie Moore,15,63
1970,I Can't Get Next To You,Al Green,10,64
1970,Big Leg Woman (With A Short Short Mini Skirt),Israel Popper Stopper Tolbert,9,65
1970,Black Night,Deep Purple,6,66
1970,Carolina In My Mind,James Taylor,7,67
1970,Temptation Eyes,The Grass Roots,18,68
1970,They Can't Take Away Our Music,Eric Burdon And War,8,69
1970,Church Street Soul Revival,Tommy James,7,70
1970,Gypsy Queen - Part 1,Gypsy,8,71
1970,Mean Mistreater,Grand Funk Railroad,8,72
1970,Heartbreak Hotel,Frijid Pink,5,73
1970,Remember Me,Diana Ross,10,74
1970,When The Party Is Over,Robert John,5,75
1970,If You Could Read My Mind,Gordon Lightfoot,15,76
1970,Bridget The Midget (The Queen Of The Blues),Ray Stevens,10,77
1970,1900 Yesterday,Liz Damon's Orient Express,12,78
1970,Watching Scotty Grow,Bobby Goldsboro,13,79
1970,Maggie,Redbone,17,80
1970,Your Time To Cry,Joe Simon,13,81
1970,Are You My Woman? (Tell Me So),The Chi-lites,7,82
1970,Coal Miner's Daughter,Loretta Lynn,4,83
1970,Everything Is Going To Be Alright,Teegarden & Van Winkle,3,84
1970,Sing High - Sing Low,Anne Murray,5,85
1970,God Bless Whoever Sent You,The Originals,12,86
1970,Holly Holy,Jr. Walker & The All Stars,5,87
1970,(Do The) Push And Pull Part I,Rufus Thomas,13,88
1970,After The Feeling Is Gone,Five Flights Up,3,89
1970,I Hear You Knocking,Dave Edmunds,12,90
1970,We Got To Live Together - Part I,Buddy Miles,6,91
1970,Help Me Find A Way (To Say I Love You),Little Anthony And The Imperials,4,92
1970,Burning Bridges,The Mike Curb Congregation,17,93
1970,Free To Carry On,The Sandpipers,4,94
1970,I'm So Proud,The Main Ingredient,13,95
1970,Shoes,Brook Benton With The Dixie Flyers,6,96
1970,(I Can Feel Those Vibrations) This Love Is Real,Jackie Wilson,11,97
1970,Sweet Mary,Wadsworth Mansion,14,98
1970,Way Back Home,The Jazz Crusaders,3,99
1970,I Got To Tell Somebody,Betty Everett,4,100
1971,Brand New Key,Melanie,18,1
1971,Family Affair,Sly & The Family Stone,14,2
1971,American Pie (Parts I & II),Don McLean,19,3
1971,An Old Fashioned Love Song,Three Dog Night,11,4
1971,Got To Be There,Michael Jackson,14,5
1971,Have You Seen Her,The Chi-lites,14,6
1971,All I Ever Need Is You,Sonny & Cher,15,7
1971,Scorpio,Dennis Coffey & The Detroit Guitar Band,17,8
1971,Cherish,David Cassidy,12,9
1971,Hey Girl/I Knew You When,Donny Osmond,10,10
1971,Baby I'm - A Want You,Bread,12,11
1971,Respect Yourself,The Staple Singers,14,12
1971,Sunshine,Jonathan Edwards,16,13
1971,You Are Everything,The Stylistics,16,14
1971,Where Did Our Love Go,Donnie Elbert,13,15
1971,Theme From Shaft,Isaac Hayes,13,16
1971,I'd Like To Teach The World To Sing (In Perfect Harmony),The New Seekers,11,17
1971,Superstar (Remember How You Got Where You Are),The Temptations,10,18
1971,"Gypsys, Tramps & Thieves",Cher,16,19
1971,Let's Stay Together,Al Green,16,20
1971,I'd Like To Teach The World To Sing (In Perfect Harmony),The Hillside Singers,12,21
1971,One Monkey Don't Stop No Show Part I,The Honey Cone,11,22
1971,Clean Up Woman,Betty Wright,14,23
1971,(I Know) I'm Losing You,Rod Stewart With Faces,9,24
1971,Stones/Crunchy Granola Suite,Neil Diamond,9,25
1971,Day After Day,Badfinger,14,26
1971,Rock Steady,Aretha Franklin,9,27
1971,Drowning In The Sea Of Love,Joe Simon,13,28
1971,Theme From Summer Of '42,Peter Nero,13,29
1971,An American Trilogy,Mickey Newbury,11,30
1971,Sugar Daddy,Jackson 5,10,31
1971,Hey Big Brother,Rare Earth,10,32
1971,Hallelujah,Sweathog,10,33
1971,Behind Blue Eyes,The Who,11,34
1971,Desiderata,Les Crane,12,35
1971,A Natural Man,Lou Rawls,18,36
1971,Kiss An Angel Good Mornin',Charley Pride,16,37
1971,George Jackson,Bob Dylan,8,38
1971,Can I Get A Witness,Lee Michaels,9,39
1971,"White Lies, Blue Eyes",Bullet,13,40
1971,Nothing To Hide,Tommy James,9,41
1971,I'm A Greedy Man - Part I,James Brown,8,42
1971,Anticipation,Carly Simon,13,43
1971,It's One Of Those Nights (Yes Love),The Partridge Family Starring Shirley Jones Featuring David Cassidy,8,44
1971,Once You Understand,Think,10,45
1971,Me And Bobby McGee,Jerry Lee Lewis,10,46
1971,Friends With You,John Denver,11,47
1971,Make Me The Woman That You Go Home To,Gladys Knight And The Pips,10,48
1971,Let It Be,Joan Baez,8,49
1971,Your Move (I've Seen All Good People),Yes,14,50
1971,The Witch Queen Of New Orleans,Redbone,17,51
1971,Satisfaction,Smokey Robinson & The Miracles,9,52
1971,Sour Suite,The Guess Who,9,53
1971,My Boy,Richard Harris,11,54
1971,Ain't Nobody Home,B.B. King,12,55
1971,Looking For A Love,The J. Geils Band,10,56
1971,Levon,Elton John,10,57
1971,Those Were The Days,Carroll O'Connor And Jean Stapleton (As The Bunkers),9,58
1971,Carolyn,Merle Haggard And The Strangers,7,59
1971,That's The Way I Feel About Cha,Bobby Womack & Peace,13,60
1971,Pretty As You Feel,Jefferson Airplane,10,61
1971,Devil You,Stampeders,7,62
1971,Turn Your Radio On,Ray Stevens,7,63
1971,Truckin',Grateful Dead,8,64
1971,Everybody Knows About My Good Thing Pt. 1,Little Johnny Taylor,8,65
1971,Daisy Mae,"Hamilton, Joe Frank & Reynolds",11,66
1971,Black Dog,Led Zeppelin,12,67
1971,No Sad Song,Helen Reddy,8,68
1971,Take It Slow (Out In The Country),Lighthouse,7,69
1971,Get Down,Curtis Mayfield,7,70
1971,Tightrope Ride,The Doors,7,71
1971,After All This Time,Merry Clayton,7,72
1971,Lay Lady Lay,The Isley Brothers,5,73
1971,Superstar/Bless The Beasts And Children,Carpenters,21,74
1971,Way Back Home,Jr. Walker & The All Stars,9,75
1971,Without You,Nilsson,19,76
1971,Don't Say You Don't Remember,Beverly Bremers,16,77
1971,Love Potion Number Nine,The Coasters,6,78
1971,Fire And Water,Wilson Pickett,11,79
1971,The Harder I Try (The Bluer I Get),Free Movement,10,80
1971,Never Been To Spain,Three Dog Night,12,81
1971,Show Me How,The Emotions,14,82
1971,So Many People,Chase,5,83
1971,No Good To Cry,The Poppy Family,4,84
1971,You Make Your Own Heaven And Hell Right Here On Earth,The Undisputed Truth,6,85
1971,Get Up And Get Down,The Dramatics,7,86
1971,What Am I Living For,Ray Charles,7,87
1971,Under My Wheels,Alice Cooper,8,88
1971,Keep On Keeping On,N.F. Porter,6,89
1971,Five Hundred Miles,Heaven Bound with Tony Scotti,9,90
1971,She's All I Got,Johnny Paycheck,2,91
1971,Son Of Shaft,The Bar-Kays,10,92
1971,Ain't Understanding Mellow,Jerry Butler & Brenda Lee Eager,18,93
1971,Long Time To Be Alone,The New Colony Six,4,94
1971,Open The Door (Song For Judith),Judy Collins,7,95
1971,Love Gonna Pack Up (And Walk Out),The Persuaders,10,96
1971,Do The Funky Penguin Part I,Rufus Thomas,10,97
1971,Keep Playin' That Rock 'N' Roll,Edgar Winter's White Trash,11,98
1971,Pain (Part I),Ohio Players,8,99
1971,Medley From Superstar (A Rock Opera),The Assembled Multitude,2,100
1972,Me And Mrs. Jones,Billy Paul,16,1
1972,Clair,Gilbert O'Sullivan,16,2
1972,You Ought To Be With Me,Al Green,15,3
1972,You're So Vain,Carly Simon,17,4
1972,It Never Rains In Southern California,Albert Hammond,16,5
1972,Funny Face,Donna Fargo,20,6
1972,I Am Woman,Helen Reddy,22,7
1972,Rockin' Pneumonia - Boogie Woogie Flu,Johnny Rivers,19,8
1972,Superfly,Curtis Mayfield,15,9
1972,Your Mama Don't Dance,Kenny Loggins & Jim Messina,16,10
1972,Keeper Of The Castle,Four Tops,12,11
1972,Something's Wrong With Me,Austin Roberts,15,12
1972,Living In The Past,Jethro Tull,14,13
1972,Papa Was A Rollin' Stone,The Temptations,16,14
1972,Sweet Surrender,Bread,11,15
1972,Superstition,Stevie Wonder,16,16
1972,Walk On Water,Neil Diamond,12,17
1972,Sitting,Cat Stevens,11,18
1972,If You Don't Know Me By Now,Harold Melvin And The Blue Notes,17,19
1972,Crocodile Rock,Elton John,17,20
1972,Don't Let Me Be Lonely Tonight,James Taylor,11,21
1972,I Can See Clearly Now,Johnny Nash,20,22
1972,Pieces Of April,Three Dog Night,14,23
1972,Why Can't We Live Together,Timmy Thomas,15,24
1972,Corner Of The Sky,Jackson 5,12,25
1972,Been To Canaan,Carole King,10,26
1972,"Hi, Hi, Hi",Wings,11,27
1972,I Wanna Be With You,Raspberries,11,28
1972,Summer Breeze,Seals & Crofts,18,29
1972,"Oh, Babe, What Would You Say?",Hurricane Smith,15,30
1972,Smoke Gets In Your Eyes,Blue Haze,14,31
1972,Long Dark Road,The Hollies,11,32
1972,Trouble Man,Marvin Gaye,12,33
1972,Separate Ways,Elvis Presley,12,34
1972,The World Is A Ghetto,War,16,35
1972,Ventura Highway,America,12,36
1972,Do It Again,Steely Dan,17,37
1972,I'm Stone In Love With You,The Stylistics,13,38
1972,Crazy Horses,The Osmonds,12,39
1972,"You Turn Me On, I'm A Radio",Joni Mitchell,16,40
1972,Rocky Mountain High,John Denver,19,41
1972,Alive,Bee Gees,7,42
1972,Dancing In The Moonlight,King Harvest,22,43
1972,No,Bulldog,15,44
1972,Harry Hippie,Bobby Womack & Peace,12,45
1972,Love Jones,Brighter Side Of Darkness,13,46
1972,The Relay,The Who,8,47
1972,Dialogue (Part I & II),Chicago,10,48
1972,Jambalaya (On The Bayou),The Blue Ridge Rangers,16,49
1972,Trouble In My Home/I Found My Dad,Joe Simon,7,50
1972,In Heaven There Is No Beer,Clean Living,12,51
1972,Let Us Love,Bill Withers,6,52
1972,You're A Lady,Peter Skellern,8,53
1972,Daddy's Home,Jermaine Jackson,18,54
1972,Reelin' & Rockin',Chuck Berry,13,55
1972,Operator (That's Not the Way it Feels),Jim Croce,12,56
1972,What Am I Crying For?,Dennis Yost And The Classics IV,13,57
1972,Woman To Woman,Joe Cocker and The Chris Stainton Band,9,58
1972,I Got A Bag Of My Own,James Brown,7,59
1972,I'll Be Your Shelter (In Time Of Storm),Luther Ingram,11,60
1972,We Need Order,The Chi-lites,6,61
1972,I Can't Stand To See You Cry,Smokey Robinson & The Miracles,8,62
1972,Everybody Loves A Love Song,Mac Davis,7,63
1972,Looking Through The Eyes Of Love,The Partridge Family Starring Shirley Jones Featuring David Cassidy,8,64
1972,Angel,Rod Stewart,7,65
1972,Dreidel,Don McLean,12,66
1972,You've Got To Take It (If You Want It),The Main Ingredient,9,67
1972,992 Arguments,The O'Jays,8,68
1972,I'm Never Gonna Be Alone Anymore,Cornelius Brothers & Sister Rose,9,69
1972,Remember (Christmas),Nilsson,6,70
1972,I Didn't Know I Loved You (Till I Saw You Rock And Roll),Gary Glitter,9,71
1972,Do You Want To Dance?,Bette Midler,16,72
1972,Peaceful Easy Feeling,Eagles,12,73
1972,You're A Lady,Dawn Featuring Tony Orlando,8,74
1972,Anthem,Wayne Newton,5,75
1972,Daytime Night-Time,Keith Hampshire,9,76
1972,The Cover Of Rolling Stone,Dr. Hook And The Medicine Show,20,77
1972,What My Baby Needs Now Is A Little More Lovin',James Brown-Lyn Collins,7,78
1972,Could It Be I'm Falling In Love,The Spinners,15,79
1972,Last Song,Edward Bear,18,80
1972,Don't Expect Me To Be Your Friend,Lobo,13,81
1972,Songman,Cashman & West,7,82
1972,Mama Weer All Crazee Now,Slade,10,83
1972,Silly Wasn't I,Valerie Simpson,9,84
1972,One Last Time,Glen Campbell,7,85
1972,Lucky Man,"Emerson, Lake & Palmer",19,86
1972,"Oh No, Not My Baby",Merry Clayton,6,87
1972,Big City Miss Ruth Ann,Gallery,15,88
1972,You Can Do Magic,Limmie & Family Cookin',10,89
1972,Jesus Is Just Alright,The Doobie Brothers,11,90
1972,Jesus Was A Capricorn,Kris Kristofferson,3,91
1972,Knock Knock Who's There,Mary Hopkin,4,92
1972,I'm Sorry,Joey Heatherton,9,93
1972,Boogie Woogie Man,Paul Davis,9,94
1972,Didn't We,Barbra Streisand,8,95
1972,Fever/My Crew,Rita Coolidge,7,96
1972,Choo Choo Mama,Ten Years After,6,97
1972,But I Do,Bobby Vinton,6,98
1972,The Red Back Spider,Brownsville Station,3,99
1972,I Never Said Goodbye,Engelbert Humperdinck,7,100
1973,Time In A Bottle,Jim Croce,15,1
1973,The Most Beautiful Girl,Charlie Rich,22,2
1973,Leave Me Alone (ruby Red Dress),Helen Reddy,16,3
1973,The Joker,The Steve Miller Band,20,4
1973,GOODBYE YELLOW BRICK ROAD,Elton John,17,5
1973,Hello It's Me,Todd Rundgren,20,6
1973,Top Of The World,Carpenters,20,7
1973,Show And Tell,Al Wilson,22,8
1973,Smokin' In The Boy's Room,Brownsville Station,19,9
1973,"Never, Never Gonna Give Ya Up",Barry White,18,10
1973,Living For The City,Stevie Wonder,17,11
1973,If You're Ready (Come Go With Me),The Staple Singers,16,12
1973,Just You 'n' Me,Chicago,19,13
1973,I've Got To Use My Imagination,Gladys Knight And The Pips,16,14
1973,Rockin' Roll Baby,The Stylistics,18,15
1973,Helen Wheels,Paul McCartney & Wings,13,16
1973,Let Me Be There,Olivia Newton-John,19,17
1973,MIND GAMES,John Lennon,13,18
1973,Until You Come Back To Me (That's What I'm Gonna Do),Aretha Franklin,21,19
1973,D'yer Mak'er,Led Zeppelin,16,20
1973,Love's Theme,Love Unlimited Orchestra,22,21
1973,The Whole Town's Laughing At Me,Teddy Pendergrass,0,22
1973,The Way We Were,Barbra Streisand,23,23
1973,Me And Baby Brother,War,15,24
1973,When I Fall In Love/Are You Lonesome Tonight,Donny Osmond,13,25
1973,My Music,Loggins & Messina,13,26
1973,You're Sixteen,Ringo Starr,15,27
1973,Photograph,Ringo Starr,16,28
1973,Space Race,Billy Preston,18,29
1973,Livin' For You,Al Green,11,30
1973,Midnight Train To Georgia,Gladys Knight And The Pips,19,31
1973,Who's In The Strawberry Patch With Sally,Tony Orlando & Dawn,12,32
1973,Come Get To This,Marvin Gaye,13,33
1973,I Got A Name,Jim Croce,17,34
1973,Sister Mary Elephant (Shudd-Up!),Cheech & Chong,12,35
1973,Walk Like A Man,Grand Funk,12,36
1973,Painted Ladies,Ian Thomas,14,37
1973,Spiders & Snakes,Jim Stafford,23,38
1973,Heartbeat - It's A Lovebeat,The DeFranco Family featuring Tony DeFranco,17,39
1973,Keep On Truckin' (Part 1),Eddie Kendricks,19,40
1973,Let Me Serenade You,Three Dog Night,12,41
1973,I Can't Stand The Rain,Ann Peebles,21,42
1973,American Tune,Paul Simon,10,43
1973,This Time I'm Gone For Good,Bobby Blue Bland,13,44
1973,Tell Her She's Lovely,El Chicano,10,45
1973,Paper Roses,Marie Osmond,16,46
1973,I Found Sunshine,The Chi-lites,10,47
1973,Some Guys Have All The Luck,The Persuaders,11,48
1973,A Song I'd Like To Sing,Kris Kristofferson & Rita Coolidge,10,49
1973,If We Make It Through December,Merle Haggard,11,50
1973,CorazÃÂ³n,Carole King,10,51
1973,Rock On,David Essex,25,52
1973,Keep Your Head To The Sky,"Earth, Wind & Fire",11,53
1973,Jungle Boogie,Kool & The Gang,22,54
1973,The River Of Love,B.W. Stevenson,7,55
1973,Smarty Pants,First Choice,8,56
1973,I Love,Tom T. Hall,16,57
1973,Love Has No Pride,Linda Ronstadt,11,58
1973,Baby Come Close,Smokey Robinson,16,59
1973,I Wanna Know Your Name,The Intruders,13,60
1973,Put Your Hands Together,The O'Jays,16,61
1973,Joy Pt. I,Isaac Hayes,9,62
1973,Let Me Try Again (Laisse Moi Le Temps),Frank Sinatra,10,63
1973,River,Joe Simon,7,64
1973,Let Your Hair Down,The Temptations,9,65
1973,Jim Dandy,Black Oak Arkansas,13,66
1973,Showdown,Electric Light Orchestra,18,67
1973,Blue Collar,Bachman-Turner Overdrive,6,68
1973,A Fool Such As I,Bob Dylan,7,69
1973,Love Song,Anne Murray,17,70
1973,Hangin' Around,Edgar Winter Group,7,71
1973,Midnight Rider,Gregg Allman,12,72
1973,Ain't Got No Home,The Band,7,73
1973,Last Kiss,Wednesday,18,74
1973,I Like To Live The Love,B.B. King,16,75
1973,"Love, Reign O'er Me",The Who,5,76
1973,It Doesn't Have To Be That Way,Jim Croce,5,77
1973,Stoned To The Bone - Part 1,James Brown,11,78
1973,My Old School,Steely Dan,9,79
1973,"Please, Daddy",John Denver,5,80
1973,Big Time Operator,Keith Hampshire,4,81
1973,Will You Love Me Tomorrow?,Melanie,4,82
1973,"It May Be Winter Outside, (But In My Heart It's Spring)",Love Unlimited,4,83
1973,Teenage Lament '74,Alice Cooper,8,84
1973,Somewhere Between Love And Tomorrow,Roy Clark,5,85
1973,This Is Your Song,Don Goodwin,8,86
1973,I Shall Sing,Garfunkel,9,87
1973,Wang Dang Doodle,The Pointer Sisters,8,88
1973,Raised On Robbery,Joni Mitchell,8,89
1973,"One Tin Soldier, The Legend of Billy Jack",Coven,18,90
1973,Flashback,The 5th Dimension,9,91
1973,Trying To Hold On To My Woman,Lamont Dozier,18,92
1973,Could You Ever Love Me Again,Gary & Dave,4,93
1973,Half A Million Miles From Home,Albert Hammond,5,94
1973,Abra-Ca-Dabra,The De Franco Family,12,95
1973,Fell For You,The Dramatics,10,96
1973,Last Kiss,J. Frank Wilson and The Cavaliers,5,97
1973,What It Comes Down To,The Isley Brothers,11,98
1973,Life Is A Song Worth Singing,Johnny Mathis,12,99
1973,Can't Say Nothin',Curtis Mayfield,5,100
1974,Angie Baby,Helen Reddy,17,1
1974,Lucy In The Sky With Diamonds,Elton John,14,2
1974,"You're The First, The Last, My Everything",Barry White,15,3
1974,Kung Fu Fighting,Carl Douglas,18,4
1974,Cat's In The Cradle,Harry Chapin,19,5
1974,Junior's Farm/Sally G,Paul McCartney & Wings,17,6
1974,When Will I See You Again,The Three Degrees,18,7
1974,Laughter In The Rain,Neil Sedaka,20,8
1974,Only You,Ringo Starr,13,9
1974,Boogie On Reggae Woman,Stevie Wonder,17,10
1974,Please Mr. Postman,Carpenters,17,11
1974,Mandy,Barry Manilow,16,12
1974,Must Of Got Lost,The J. Geils Band,11,13
1974,One Man Woman/One Woman Man,Paul Anka with Odia Coates,16,14
1974,Sha-La-La (Make Me Happy),Al Green,19,15
1974,Bungle In The Jungle,Jethro Tull,16,16
1974,You Got The Love,Rufus Featuring Chaka Khan,16,17
1974,Never Can Say Goodbye,Gloria Gaynor,17,18
1974,Morning Side Of The Mountain,Donny & Marie Osmond,16,19
1974,Dark Horse,George Harrison,10,20
1974,I Can Help,Billy Swan,18,21
1974,Do It ('Til You're Satisfied),B.T. Express,18,22
1974,I Feel A Song (In My Heart)/Don't Burn Down The Bridge,Gladys Knight And The Pips,17,23
1974,Fire,Ohio Players,17,24
1974,Doctor's Orders,Carol Douglas,16,25
1974,Promised Land,Elvis Presley,13,26
1974,Pick Up The Pieces,AWB,17,27
1974,Ride 'em Cowboy,Paul Davis,18,28
1974,Some Kind Of Wonderful,Grand Funk,13,29
1974,Dancin' Fool,The Guess Who,11,30
1974,Ain't Too Proud To Beg,The Rolling Stones,10,31
1974,Rock N' Roll (I Gave You The Best Years Of My Life),Mac Davis,11,32
1974,Woman To Woman,Shirley Brown,14,33
1974,Wishing You Were Here,Chicago,15,34
1974,Get Dancin',Disco Tex & The Sex-O-Lettes,15,35
1974,Fairytale,The Pointer Sisters,16,36
1974,"Ruby, Baby",Billy Crash Craddock,9,37
1974,From His Woman To You,Barbara Mason,10,38
1974,The Entertainer,Billy Joel,10,39
1974,Best Of My Love,Eagles,19,40
1974,I Belong To You,Love Unlimited,15,41
1974,You Ain't Seen Nothing Yet/Free Wheelin',Bachman-Turner Overdrive,17,42
1974,Free Bird,Lynyrd Skynyrd,20,43
1974,Funky President (People It's Bad)/Coldblooded,James Brown,10,44
1974,Without Love,Aretha Franklin,8,45
1974,You're No Good,Linda Ronstadt,16,46
1974,Dream On,The Righteous Brothers,8,47
1974,My Melody Of Love,Bobby Vinton,17,48
1974,Longfellow Serenade,Neil Diamond,15,49
1974,She's Gone,Tavares,16,50
1974,Sugar Pie Guy Pt. 1,The Joneses,16,51
1974,Willie And The Hand Jive,Eric Clapton,9,52
1974,I've Got The Music In Me,The Kiki Dee Band,20,53
1974,Ready,Cat Stevens,10,54
1974,My Eyes Adored You,Frankie Valli,23,55
1974,Changes,David Bowie,18,56
1974,Struttin',Billy Preston,10,57
1974,#9 Dream,John Lennon,12,58
1974,Black Water,The Doobie Brothers,17,59
1974,"Whatever You Got, I Want",Jackson 5,11,60
1974,Heavy Fallin' Out,The Stylistics,11,61
1974,Everlasting Love,Carl Carlton,15,62
1974,Look In My Eyes Pretty Woman,Tony Orlando & Dawn,12,63
1974,Whatever Gets You Thru The Night,John Lennon With The Plastic Ono Nuclear Band,15,64
1974,Back Home Again,John Denver,16,65
1974,Sunshine Part II,The O'Jays,6,66
1974,The Heartbreak Kid,Bo Donaldson And The Heywoods,7,67
1974,Philadelphia,B.B. King,7,68
1974,Your Bulldog Drinks Champagne,Jim Stafford,10,69
1974,"Baby, Hang Up The Phone",Carl Graves,9,70
1974,One Tear,Eddie Kendricks,8,71
1974,Lady,Styx,17,72
1974,When A Child Is Born,Michael Holm,7,73
1974,Happy People,The Temptations,10,74
1974,I Am I Am,Smokey Robinson,9,75
1974,Can't Get It Out Of My Head,Electric Light Orchestra,16,76
1974,Lonely People,America,14,77
1974,Sweet Surrender,John Denver,11,78
1974,Let's Straighten It Out,Latimore,12,79
1974,Day Tripper,Anne Murray,6,80
1974,"Hoppy, Gene And Me",Roy Rogers,7,81
1974,To The Door Of The Sun (Alle Porte Del Sole),Al Martino,16,82
1974,Don't Cha Love It,The Miracles,4,83
1974,Big Yellow Taxi,Joni Mitchell,16,84
1974,"Don't Call Us, We'll Call You",Sugarloaf/Jerry Corbetta,21,85
1974,As Long As He Takes Care Of Home,Candi Staton,6,86
1974,Costafine Town,Splinter,8,87
1974,I'm A Woman,Maria Muldaur,14,88
1974,I Feel Sanctified,Commodores,8,89
1974,Gee Baby,Peter Shelley,6,90
1974,Ms. Grace,The Tymes,4,91
1974,Christmas Dream,Perry Como,2,92
1974,Heartbreak Road,Bill Withers,4,93
1974,Words (are Impossible),Margie Joseph,4,94
1974,Rockin' Soul,The Hues Corporation,12,95
1974,The Need To Be,Jim Weatherly,16,96
1974,You And I,Johnny Bristol,7,97
1974,I Wouldn't Treat A Dog (The Way You Treated Me),Bobby Bland,7,98
1974,After The Goldrush,Prelude,13,99
1974,Crazy Talk,Chilliwack,6,100
1975,Let's Do It Again,The Staple Singers,15,1
1975,Saturday Night,Bay City Rollers,17,2
1975,That's The Way (I Like It),KC And The Sunshine Band,16,3
1975,Love Rollercoaster,Ohio Players,16,4
1975,Theme From Mahogany (Do You Know Where You're Going To),Diana Ross,17,5
1975,I Write The Songs,Barry Manilow,20,6
1975,Convoy,C.W. McCall,16,7
1975,Fox On The Run,Sweet,16,8
1975,"Fly, Robin, Fly",Silver Convention,17,9
1975,I Love Music (Part 1),The O'Jays,17,10
1975,Our Day Will Come,Frankie Valli,12,11
1975,Sky High,Jigsaw,21,12
1975,Nights On Broadway,Bee Gees,16,13
1975,Times Of Your Life,Paul Anka,20,14
1975,Love To Love You Baby,Donna Summer,18,15
1975,Country Boy (You Got Your Feet In L.A.),Glen Campbell,14,16
1975,Walk Away From Love,David Ruffin,15,17
1975,The Last Game Of The Season (A Blind Man In The Bleachers),David Geddes,8,18
1975,Sing A Song,"Earth, Wind & Fire",17,19
1975,You Sexy Thing,Hot Chocolate,21,20
1975,Rock And Roll All Nite (live),Kiss,14,21
1975,Part Time Love,Gladys Knight And The Pips,11,22
1975,Fly Away,John Denver,12,23
1975,Evil Woman,Electric Light Orchestra,17,24
1975,For The Love Of You (Part 1&2),The Isley Brothers,12,25
1975,Love Machine (Part 1),The Miracles,28,26
1975,Over My Head,Fleetwood Mac,14,27
1975,Full Of Fire,Al Green,11,28
1975,My Little Town,Simon & Garfunkel,14,29
1975,Winners And Losers,"Hamilton, Joe Frank & Reynolds",15,30
1975,The Way I Want To Touch You,Captain & Tennille,17,31
1975,Island Girl,Elton John,15,32
1975,School Boy Crush,AWB,7,33
1975,Breaking Up Is Hard To Do,Neil Sedaka,14,34
1975,Baby Face,The Wing And A Prayer Fife & Drum Corps.,20,35
1975,Wake Up Everybody (Part 1),Harold Melvin And The Blue Notes,17,36
1975,Somewhere In The Night,Helen Reddy,14,37
1975,Fire On The Mountain,The Marshall Tucker Band,13,38
1975,Volare,Al Martino,10,39
1975,Let's Live Together,The Road Apples,14,40
1975,Love Hurts,Nazareth,23,41
1975,Hurricane (Part I),Bob Dylan,11,42
1975,Let It Shine/He Ain't Heavy...He's My Brother,Olivia Newton-John,9,43
1975,I Want'a Do Something Freaky To You,Leon Haywood,17,44
1975,Squeeze Box,The Who,16,45
1975,Woman Tonight,America,9,46
1975,Paloma Blanca,George Baker Selection,15,47
1975,This Old Man,Purple Reign,8,48
1975,Low Rider,War,15,49
1975,50 Ways To Leave Your Lover,Paul Simon,17,50
1975,Secret Love,Freddy Fender,11,51
1975,Down To The Line,Bachman-Turner Overdrive,7,52
1975,Golden Years,David Bowie,21,53
1975,Play On Love,Jefferson Starship,6,54
1975,Free Ride,Tavares,6,55
1975,Feelings,Morris Albert,32,56
1975,Slow Ride,Foghat,17,57
1975,The Blind Man In The Bleachers,Kenny Starr,5,58
1975,Who Loves You,The 4 Seasons,20,59
1975,Theme From S.W.A.T.,Rhythm Heritage,24,60
