Year,Title,Artist,Weeks,Rank
2004,My Boo,Usher And Alicia Keys,16,4
2004,Over And Over,Nelly Featuring Tim McGraw,11,5
2004,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,5,6
2004,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,5,7
2004,Wonderful,Ja Rule Featuring R. Kelly & Ashanti,11,8
2004,Lose My Breath,Destiny's Child,14,9
2004,Breakaway,Kelly Clarkson,18,10
2004,Let's Go,Trick Daddy Featuring Lil Jon & Twista,15,11
2004,I Don't Want To Be,Gavin DeGraw,10,12
2004,Disco Inferno,50 Cent,3,13
2004,Only U,Ashanti,6,14
2004,She Will Be Loved,Maroon5,23,15
2004,Goodies,Ciara Featuring Petey Pablo,27,16
2004,Oye Mi Canto,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",18,17
2004,Get Back,Ludacris,6,18
2004,Dare You To Move,Switchfoot,13,19
2004,Breathe,Fabolous,15,20
2004,U Make Me Wanna,Jadakiss Featuring Mariah Carey,6,21
2004,What U Gon' Do,Lil Jon & The East Side Boyz Featuring Lil Scrappy,8,22
2004,How We Do,The Game Featuring 50 Cent,5,23
2004,Go D.J.,Lil Wayne,13,24
2004,Karma,Lloyd Banks Featuring Avant,6,25
2004,Encore,Eminem Featuring Dr. Dre & 50 Cent,6,26
2004,Boulevard Of Broken Dreams,Green Day,5,27
2004,Some Beach,Blake Shelton,9,28
2004,Charlene,Anthony Hamilton,17,29
2004,Back When,Tim McGraw,10,30
2004,Broken,Seether Featuring Amy Lee,17,31
2004,New York,Ja Rule Featuring Fat Joe & Jadakiss,6,32
2004,Baby It's You,JoJo Featuring Bow Wow,12,33
2004,Daughters,John Mayer,8,34
2004,Bring Em Out,T.I.,5,35
2004,Vertigo,U2,12,36
2004,Numb/Encore,Jay-Z/Linkin Park,5,37
2004,Shorty Wanna Ride,Young Buck,11,38
2004,True,Ryan Cabrera,3,39
2004,Welcome To My Life,Simple Plan,7,40
2004,One Thing,Finger Eleven,23,41
2004,On The Way Down,Ryan Cabrera,22,42
2004,My Happy Ending,Avril Lavigne,22,43
2004,"Awful, Beautiful Life",Darryl Worley,7,44
2004,Just Lose It,Eminem,12,45
2004,Lean Back,Terror Squad,27,46
2004,The Woman With You,Kenny Chesney,11,47
2004,Diary,Alicia Keys Featuring Tony! Toni! Tone!,28,48
2004,Beautiful Soul,Jesse McCartney,3,49
2004,Nothing On But The Radio,Gary Allan,15,50
2004,How Am I Doin',Dierks Bentley,10,51
2004,Balla Baby,Chingy,12,52
2004,Since U Been Gone,Kelly Clarkson,2,53
2004,Hush,LL Cool J Featuring 7 Aurelius,14,54
2004,When I Think About Cheatin',Gretchen Wilson,3,55
2004,You're My Better Half,Keith Urban,4,56
2004,Nobody's Home,Avril Lavigne,3,57
2004,Mud On The Tires,Brad Paisley,4,58
2004,Mr. Mom,Lonestar,15,59
2004,Nothin 'Bout Love Makes Sense,LeAnn Rimes,7,60
2004,Party For Two,Shania Twain With Billy Currington Or Mark McGrath,8,61
2004,Bless The Broken Road,Rascal Flatts,2,62
2004,Somebody Told Me,The Killers,17,63
2004,1985,Bowling For Soup,16,64
2004,Lady,Lenny Kravitz,3,65
2004,Karma,Alicia Keys,5,66
2004,Monday Morning Church,Alan Jackson,4,67
2004,Give A Little Bit,Goo Goo Dolls,5,68
2004,Tempted To Touch,Rupee,12,69
2004,Some Cut,Trillville Featuring Cutty,1,70
2004,He Gets That From Me,Reba McEntire,2,71
2004,Vitamin R (Leading Us Along),Chevelle,6,72
2004,Gasolina,Daddy Yankee,7,73
2004,Rich Girl,Gwen Stefani Featuring Eve,1,74
2004,Come Home Soon,SheDaisy,3,75
2004,Caught Up,Usher,3,76
2004,Fall To Pieces,Velvet Revolver,14,77
2004,You're The One,Guerilla Black Featuring Mario Winans,5,78
2004,So Cold,Breaking Benjamin,16,79
2004,In A Real Love,Phil Vassar,17,80
2004,Cold,Crossfade,21,81
2004,I Changed My Mind,Keyshia Cole Featuring Shyne,5,82
2004,Getting Away With Murder,Papa Roach,10,83
2004,Take Me Home,Terror Squad,10,84
2004,Knuck If You Buck,Crime Mob Featuring Lil Scrappy,19,85
2004,Nolia Clap,"Juvenile, Wacko & Skip",18,86
2004,What You Waiting For?,Gwen Stefani,11,87
2004,That's What It's All About,Brooks & Dunn,18,88
2004,Baby Girl,Sugarland,3,89
2004,Gotta Go Solo,Patti LaBelle Featuring Ron Isley,3,90
2004,"I Smoke, I Drank",Body Head Bangerz Featuring YoungBloodz,9,91
2004,American Idiot,Green Day,19,92
2004,Dangerously In Love,Beyonce,15,93
2004,Hey Now (Mean Muggin),Xzibit Featuring Keri Hilson,4,94
2004,Okay,Nivea Featuring Lil Jon & YoungBloodZ,1,95
2004,Perdidos,Monchy & Alexandra,1,96
2004,I Hate Everything,George Strait,20,97
2004,Used To Love U,John Legend,13,98
2004,You're My Everything,Anita Baker,19,99
2004,Call My Name,Prince,18,100
2005,Don't Forget About Us,Mariah Carey,11,1
2005,Run It!,Chris Brown,19,2
2005,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",7,3
2005,Laffy Taffy,D4L,14,4
2005,Stickwitu,The Pussycat Dolls,11,5
2005,Photograph,Nickelback,17,6
2005,Gold Digger,Kanye West Featuring Jamie Foxx,23,7
2005,Check On It,Beyonce Featuring Slim Thug,7,8
2005,Because Of You,Kelly Clarkson,18,9
2005,There It Go! (The Whistle Song),Juelz Santana,12,10
2005,My Humps,The Black Eyed Peas,20,11
2005,One Wish,Ray J,13,12
2005,Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG,15,13
2005,Soul Survivor,Young Jeezy Featuring Akon,18,14
2005,I Think They Like Me,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",15,15
2005,When I'm Gone,Eminem,6,16
2005,I'm Sprung,T-Pain,19,17
2005,Here We Go,Trina Featuring Kelly Rowland,13,18
2005,We Be Burnin',Sean Paul,16,19
2005,Be Without You,Mary J. Blige,6,20
2005,Hung Up,Madonna,9,21
2005,"Sugar, We're Goin' Down",Fall Out Boy,27,22
2005,You're Beautiful,James Blunt,8,23
2005,"Dance, Dance",Fall Out Boy,9,24
2005,Luxurious,Gwen Stefani,9,25
2005,So Sick,Ne-Yo,4,26
2005,Dirty Little Secret,The All-American Rejects,21,27
2005,Heard 'Em Say,Kanye West Featuring Adam Levine,10,28
2005,You And Me,Lifehouse,46,29
2005,Feel Good Inc,Gorillaz,32,30
2005,"Jesus, Take The Wheel",Carrie Underwood,7,31
2005,Fireman,Lil' Wayne,7,32
2005,Wake Me Up When September Ends,Green Day,22,33
2005,I Should Have Cheated,Keyshia Cole,13,34
2005,Kryptonite (I'm On It),Purple Ribbon All-Stars,6,35
2005,If It's Lovin' That You Want,Rihanna,11,36
2005,Beverly Hills,Weezer,38,37
2005,Honky Tonk Badonkadonk,Trace Adkins,9,38
2005,Must Be Doin' Somethin' Right,Billy Currington,11,39
2005,Come A Little Closer,Dierks Bentley,15,40
2005,Shake It Off,Mariah Carey,23,41
2005,Girl Tonite,Twista Featuring Trey Songz,17,42
2005,Turn It Up,Chamillionaire Featuring Lil' Flip,9,43
2005,Tequila Makes Her Clothes Fall Off,Joe Nichols,12,44
2005,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes,35,45
2005,Window Shopper,50 Cent,8,46
2005,Unpredictable,Jamie Foxx Featuring Ludacris,5,47
2005,Georgia,Ludacris & Field Mob Featuring Jamie Foxx,1,48
2005,Unbreakable,Alicia Keys,14,49
2005,We Belong Together,Mariah Carey,38,50
2005,Unwritten,Natasha Bedingfield,4,51
2005,Shake That,Eminem Featuring Nate Dogg,2,52
2005,Like We Never Loved At All,Faith Hill,13,53
2005,She Let Herself Go,George Strait,9,54
2005,Everytime We Touch,Cascada,3,55
2005,Who You'd Be Today,Kenny Chesney,13,56
2005,Better Days,Goo Goo Dolls,13,57
2005,Boondocks,Little Big Town,10,58
2005,Good Ride Cowboy,Garth Brooks,11,59
2005,Soul Meets Body,Death Cab For Cutie,13,60
2005,Don't Bother,Shakira,7,61
2005,When I Get Where I'm Going,Brad Paisley Featuring Dolly Parton,5,62
2005,Hypnotize,System Of A Down,8,63
2005,Nasty Girl,"The Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm",3,64
2005,Twisted Transistor,Korn,6,65
2005,Rompe,Daddy Yankee,5,66
2005,Touch It,Busta Rhymes,2,67
2005,Gotta Go,Trey Songz,5,68
2005,Miss Me Baby,Chris Cagle,9,69
2005,Pump It,The Black Eyed Peas,4,70
2005,Shake,Ying Yang Twins Featuring Pitbull,18,71
2005,Rodeo,Juvenile,4,72
2005,Fresh Azimiz,Bow Wow Featuring J-Kwon & Jermaine Dupri,2,73
2005,Seasons Of Love,Cast Of Rent,9,74
2005,Better Life,Keith Urban,17,75
2005,L.O.V.E.,Ashlee Simpson,2,76
2005,Big Blue Note,Toby Keith,12,77
2005,Bat Country,Avenged Sevenfold,8,78
2005,Just Might (Make Me Believe),Sugarland,5,79
2005,Save Me,Shinedown,7,80
2005,Perfect Situation,Weezer,2,81
2005,DOA,Foo Fighters,8,82
2005,Looking For You,Kirk Franklin,4,83
2005,More Than Words,Frankie J,16,84
2005,Rakata,Wisin & Yandel,4,85
2005,Tonight I Wanna Cry,Keith Urban,1,86
2005,I'm N Luv (Wit A Stripper),T-Pain Featuring Mike Jones,1,87
2005,My Old Friend,Tim McGraw,5,88
2005,Yo (Excuse Me Miss),Chris Brown,1,89
2005,Kerosene,Miranda Lambert,2,90
2005,Presidential,YoungBloodZ,10,91
2005,Boyfriend,Ashlee Simpson,15,92
2005,Your Man,Josh Turner,2,93
2005,Remedy,Seether,3,94
2005,Believe,Brooks & Dunn,2,95
2005,Hit The Floor,Twista Featuring Pitbull,3,96
2005,Confessions Of A Broken Heart (Daughter To Father),Lindsay Lohan,6,97
2005,She Don't Tell Me To,Montgomery Gentry,1,98
2005,Have A Nice Day,Bon Jovi,10,99
2005,Comin' To Your City,Big & Rich,5,100
2006,Irreplaceable,Beyonce,9,1
2006,I Wanna Love You,Akon Featuring Snoop Dogg,12,2
2006,Smack That,Akon Featuring Eminem,13,3
2006,Fergalicious,Fergie,13,4
2006,My Love,Justin Timberlake Featuring T.I.,15,5
2006,Say It Right,Nelly Furtado,6,6
2006,We Fly High,Jim Jones,11,7
2006,How To Save A Life,The Fray,36,8
2006,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,11,9
2006,Lips Of An Angel,Hinder,23,10
2006,Promise,Ciara,6,11
2006,Wind It Up,Gwen Stefani,7,12
2006,Walk It Out,Unk,15,13
2006,I Luv It,Young Jeezy,5,14
2006,Money Maker,Ludacris Featuring Pharrell,19,15
2006,SexyBack,Justin Timberlake,24,16
2006,Chasing Cars,Snow Patrol,31,17
2006,It Ends Tonight,The All-American Rejects,12,18
2006,Keep Holding On,Avril Lavigne,3,19
2006,Far Away,Nickelback,22,20
2006,Hurt,Christina Aguilera,12,21
2006,Walk Away (Remember Me),Paula DeAnda Featuring The DEY,11,22
2006,Before He Cheats,Carrie Underwood,16,23
2006,That's That,Snoop Dogg Featuring R. Kelly,5,24
2006,You Don't Know,"Eminem, 50 Cent, Lloyd Banks & Cashis",2,25
2006,You,Lloyd Featuring Lil' Wayne,6,26
2006,Welcome To The Black Parade,My Chemical Romance,14,27
2006,Say Goodbye,Chris Brown,19,28
2006,Waiting On The World To Change,John Mayer,23,29
2006,Make It Rain,Fat Joe Featuring Lil Wayne,7,30
2006,Runaway Love,Ludacris Featuring Mary J. Blige,5,31
2006,Money In The Bank,Lil Scrappy Featuring Young Buck,14,32
2006,My Wish,Rascal Flatts,15,33
2006,Call Me When You're Sober,Evanescence,18,34
2006,Too Little Too Late,JoJo,18,35
2006,She's Everything,Brad Paisley,11,36
2006,Wait A Minute,The Pussycat Dolls Featuring Timbaland,6,37
2006,What Goes Around...,Justin Timberlake,2,38
2006,Want To,Sugarland,13,39
2006,Watching You,Rodney Atkins,7,40
2006,Through Glass,Stone Sour,20,41
2006,Stuntin' Like My Daddy,Birdman & Lil Wayne,16,42
2006,My Little Girl,Tim McGraw,14,43
2006,It's Not Over,Daughtry,4,44
2006,Tim McGraw,Taylor Swift,15,45
2006,What Hurts The Most,Rascal Flatts,46,46
2006,Tell Me,Diddy Featuring Christina Aguilera,9,47
2006,Come To Me,Diddy Featuring Nicole Scherzinger,16,48
2006,Snow ((Hey Oh)),Red Hot Chili Peppers,5,49
2006,Happy Xmas (War Is Over),The Fray,1,50
2006,Unappreciated,Cherish,12,51
2006,Show Me What You Got,Jay-Z,11,52
2006,Show Stopper,Danity Kane,18,53
2006,Break It Off,Rihanna & Sean Paul,4,54
2006,White & Nerdy,Weird Al Yankovic,12,55
2006,Hip Hop Is Dead,Nas Featuring will.i.am,2,56
2006,Ice Box,Omarion,3,57
2006,It Just Comes Natural,George Strait,7,58
2006,When You Were Young,The Killers,19,59
2006,Lost One,Jay-Z Featuring Chrisette Michele,2,60
2006,Maneater,Nelly Furtado,14,61
2006,Here It Goes Again,OK Go,16,62
2006,Here (In Your Arms),Hellogoodbye,7,63
2006,Poppin',Chris Brown Featuring Jay Biz,3,64
2006,Amarillo Sky,Jason Aldean,10,65
2006,Into The Ocean,Blue October,2,66
2006,Some People Change,Montgomery Gentry,10,67
2006,You Save Me,Kenny Chesney,16,68
2006,Boston,Augustana,11,69
2006,Zoom,Lil' Boosie Featuring Yung Joc,3,70
2006,River,Sarah McLachlan,2,71
2006,Rockstar,Nickelback,12,72
2006,Streetcorner Symphony,Rob Thomas,12,73
2006,Upgrade U,Beyonce Featuring Jay-Z,7,74
2006,The Saints Are Coming,U2 & Green Day,5,75
2006,Take Me As I Am,Mary J. Blige,13,76
2006,Anna-Molly,Incubus,3,77
2006,Face Down,The Red Jumpsuit Apparatus,19,78
2006,Come Back To Me,Vanessa Hudgens,14,79
2006,Pain,Three Days Grace,3,80
2006,The Carpal Tunnel Of Love,Fall Out Boy,1,81
2006,Stupid Boy,Keith Urban,2,82
2006,Top Back,T.I.,2,83
2006,Chain Hang Low,Jibbs,20,84
2006,Dem Jeans,Chingy Featuring Jermaine Dupri,7,85
2006,Throw Some D's,Rich Boy Featuring Polow Da Don,2,86
2006,I Loved Her First,Heartland,19,87
2006,Love Like Winter,AFI,1,88
2006,Let's Ride,The Game,5,89
2006,Ladies Love Country Boys,Trace Adkins,2,90
2006,Lost Without U,Robin Thicke,2,91
2006,Nothing Left To Lose,Mat Kearney,8,92
2006,The Sweet Escape,Gwen Stefani Featuring Akon,1,93
2006,Red High Heels,Kellie Pickler,3,94
2006,I'll Be Home For Christmas,Josh Groban,1,95
2006,Ay Chico (Lengua Afuera),Pitbull,4,96
2006,Little Bit Of Life,Craig Morgan,3,97
2006,Fidelity,Regina Spektor,1,98
2006,One Wing In The Fire,Trent Tomlinson,2,99
2006,The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,1,100
2007,No One,Alicia Keys,15,1
2007,Low,Flo Rida Featuring T-Pain,8,2
2007,Apologize,Timbaland Featuring OneRepublic,20,3
2007,Kiss Kiss,Chris Brown Featuring T-Pain,14,4
2007,Clumsy,Fergie,10,5
2007,Bubbly,Colbie Caillat,25,6
2007,Paralyzer,Finger Eleven,28,7
2007,Tattoo,Jordin Sparks,12,8
2007,Hate That I Love You,Rihanna Featuring Ne-Yo,16,9
2007,Good Life,Kanye West Featuring T-Pain,14,10
2007,Crank That (Soulja Boy),Soulja Boy Tell'em,23,11
2007,Cyclone,Baby Bash Featuring T-Pain,21,12
2007,Like You'll Never See Me Again,Alicia Keys,6,13
2007,Hypnotized,Plies Featuring Akon,12,14
2007,Can't Help But Wait,Trey Songz,13,15
2007,Love Song,Sara Bareilles,7,16
2007,Stronger,Kanye West,21,17
2007,Take You There,Sean Kingston,7,18
2007,Love Like This,Natasha Bedingfield Featuring Sean Kingston,9,19
2007,The Way I Are,Timbaland Featuring Keri Hilson,29,20
2007,Our Song,Taylor Swift,12,21
2007,Duffle Bag Boy,Playaz Circle Featuring Lil Wayne,13,22
2007,Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne & Niia",14,23
2007,Teardrops On My Guitar,Taylor Swift,28,24
2007,With You,Chris Brown,3,25
2007,Just Fine,Mary J. Blige,9,26
2007,How Far We've Come,matchbox twenty,16,27
2007,I'm So Hood,"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",14,28
2007,Shadow Of The Day,Linkin Park,6,29
2007,Into The Night,Santana Featuring Chad Kroeger,11,30
2007,Over You,Daughtry,19,31
2007,Shawty Is A 10,The-Dream,15,32
2007,Girlfriend,Bow Wow & Omarion,7,33
2007,I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,15,34
2007,Misery Business,Paramore,22,35
2007,Big Girls Don't Cry,Fergie,35,36
2007,Sensual Seduction,Snoop Dogg,3,37
2007,Until The End Of Time,Justin Timberlake Duet With Beyonce,24,38
2007,Flashing Lights,Kanye West Featuring Dwele,4,39
2007,Stay,Sugarland,10,40
2007,Suffocate,J. Holiday,6,41
2007,Wake Up Call,Maroon 5,19,42
2007,Bed,J. Holiday,22,43
2007,Who Knew,Pink,28,44
2007,Piece Of Me,Britney Spears,7,45
2007,Pop Bottles,Birdman Featuring Lil Wayne,7,46
2007,Don't Stop The Music,Rihanna,4,47
2007,Don't Blink,Kenny Chesney,15,48
2007,Rockstar,Nickelback,45,49
2007,Shoulda Let You Go,Keyshia Cole Introducing Amina,12,50
2007,Get Buck In Here,"DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",6,51
2007,Soulja Girl,Soulja Boy Tell'em Featuring I-15,11,52
2007,Firecracker,Josh Turner,14,53
2007,Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,19,54
2007,My Drink N' My 2 Step,Cassidy Featuring Swizz Beatz,14,55
2007,How 'Bout Them Cowgirls,George Strait,15,56
2007,So Small,Carrie Underwood,18,57
2007,"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus,13,58
2007,Sorry,Buckcherry,2,59
2007,The Pretender,Foo Fighters,19,60
2007,Fake It,Seether,11,61
2007,What Do Ya Think About That,Montgomery Gentry,11,62
2007,If I Had Eyes,Jack Johnson,1,63
2007,Independent,"Webbie, Lil' Phat & Lil' Boosie",4,64
2007,Letter To Me,Brad Paisley,5,65
2007,Winner At A Losing Game,Rascal Flatts,8,66
2007,Baby Don't Go,Fabolous Featuring Jermaine Dupri,16,67
2007,Calabria 2008,Enur Featuring Natasja,5,68
2007,Gimme More,Britney Spears,15,69
2007,1234,Feist,12,70
2007,Everybody,Keith Urban,11,71
2007,Never Too Late,Three Days Grace,20,72
2007,Watching Airplanes,Gary Allan,8,73
2007,This Christmas,Chris Brown,4,74
2007,Crying Out For Me,Mario,3,75
2007,Superstar,Lupe Fiasco Featuring Matthew Santos,1,76
2007,Freaky Gurl,Gucci Mane,13,77
2007,See You Again,Miley Cyrus,2,78
2007,Hero/Heroine,Boys Like Girls,2,79
2007,I Remember,Keyshia Cole,1,80
2007,Fall,Clay Walker,15,81
2007,Bleed It Out,Linkin Park,20,82
2007,Pictures Of You,The Last Goodnight,10,83
2007,Won't Go Home Without You,Maroon 5,1,84
2007,Nothin' Better To Do,LeAnn Rimes,12,85
2007,Roc Boys (And The Winner Is)...,Jay-Z,7,86
2007,As If,Sara Evans,10,87
2007,The Way I Am,Ingrid Michaelson,8,88
2007,Cleaning This Gun (Come On In Boy),Rodney Atkins,4,89
2007,More Than A Memory,Garth Brooks,16,90
2007,S.O.S.,Jonas Brothers,19,91
2007,Livin' Our Love Song,Jason Michael Carroll,16,92
2007,Crushcrushcrush,Paramore,1,93
2007,Stealing Cinderella,Chuck Wicks,5,94
2007,Free And Easy (Down The Road I Go),Dierks Bentley,20,95
2007,International Harvester,Craig Morgan,3,96
2007,Me Enamora,Juanes,13,97
2007,Stop And Stare,OneRepublic,1,98
2007,Mistletoe,Colbie Caillat,4,99
2007,Work That,Mary J. Blige,3,100
2008,Single Ladies (Put A Ring On It),Beyonce,9,1
2008,Live Your Life,T.I. Featuring Rihanna,12,2
2008,Just Dance,Lady GaGa Featuring Colby O'Donis,19,3
2008,Circus,Britney Spears,2,4
2008,Whatever You Like,T.I.,19,5
2008,Womanizer,Britney Spears,11,6
2008,Heartless,Kanye West,6,7
2008,Hot N Cold,Katy Perry,20,8
2008,If I Were A Boy,Beyonce,10,9
2008,Love Lockdown,Kanye West,13,10
2008,Love Story,Taylor Swift,14,11
2008,I'm Yours,Jason Mraz,35,12
2008,Let It Rock,Kevin Rudolf Featuring Lil Wayne,16,13
2008,Miss Independent,Ne-Yo,17,14
2008,Right Now (Na Na Na),Akon,12,15
2008,So What,Pink,17,16
2008,Gotta Be Somebody,Nickelback,11,17
2008,Can't Believe It,T-Pain Featuring Lil Wayne,20,18
2008,Mrs. Officer,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,17,19
2008,Chicken Fried,Zac Brown Band,13,20
2008,Rehab,Rihanna,6,21
2008,Disturbia,Rihanna,26,22
2008,Addicted,Saving Abel,27,23
2008,Green Light,John Legend Featuring Andre 3000,15,24
2008,Pop Champagne,Jim Jones & Ron Browz Featuring Juelz Santana,9,25
2008,One More Drink,Ludacris Co-Starring T-Pain,7,26
2008,Chopped 'N' Skrewed,T-Pain Featuring Ludacris,9,27
2008,Better In Time,Leona Lewis,23,28
2008,Beautiful,Akon Featuring Colby O'Donis & Kardinal Offishall,2,29
2008,You Found Me,The Fray,4,30
2008,I'm So Paid,Akon Featuring Lil Wayne & Young Jeezy,9,31
2008,Viva La Vida,Coldplay,32,32
2008,Roll With Me,Montgomery Gentry,14,33
2008,Right Here (Departed),Brandy,14,34
2008,Love Remains The Same,Gavin Rossdale,28,35
2008,Shattered (Turn The Car Around),O.A.R.,19,36
2008,Gives You Hell,The All-American Rejects,5,37
2008,Closer,Ne-Yo,35,38
2008,Bust Your Windows,Jazmine Sullivan,10,39
2008,Untouched,The Veronicas,3,40
2008,Human,The Killers,11,41
2008,Already Gone,Sugarland,12,42
2008,Crush,David Archuleta,18,43
2008,Fall For You,Secondhand Serenade,27,44
2008,Trading Places,Usher,7,45
2008,Decode,Paramore,6,46
2008,Spotlight,Jennifer Hudson,21,47
2008,Light On,David Cook,10,48
2008,Sober,Pink,3,49
2008,Here,Rascal Flatts,11,50
2008,White Horse,Taylor Swift,5,51
2008,Swagga Like Us,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,14,52
2008,In Color,Jamey Johnson,11,53
2008,She Wouldn't Be Gone,Blake Shelton,8,54
2008,Start A Band,Brad Paisley Duet With Keith Urban,9,55
2008,Feel That Fire,Dierks Bentley,10,56
2008,Country Boy,Alan Jackson,7,57
2008,I Hate This Part,The Pussycat Dolls,3,58
2008,Keeps Gettin' Better,Christina Aguilera,11,59
2008,Cowgirls Don't Cry,Brooks & Dunn Featuring Reba McEntire,5,60
2008,Just A Dream,Carrie Underwood,19,61
2008,I Don't Care,Fall Out Boy,14,62
2008,Don't,Billy Currington,8,63
2008,My Life,The Game Featuring Lil Wayne,19,64
2008,Put It On Ya,Plies Featuring Chris J,4,65
2008,God Love Her,Toby Keith,4,66
2008,Playa Cardz Right,Keyshia Cole Featuring 2Pac,5,67
2008,Let It Go,Tim McGraw,14,68
2008,Swing,Savage Featuring Soulja Boy Tell'em,20,69
2008,Lookin' For A Good Time,Lady Antebellum,10,70
2008,IfULeave,Musiq Soulchild Featuring Mary J. Blige,4,71
2008,Sex On Fire,Kings Of Leon,8,72
2008,Universal Mind Control,Common Featuring Pharrell,2,73
2008,Sweet Thing,Keith Urban,5,74
2008,Just Like Me,Jamie Foxx Featuring T.I.,1,75
2008,Second Chance,Shinedown,3,76
2008,"You're Gonna Go Far, Kid",The Offspring,10,77
2008,Down The Road,Kenny Chesney With Mac McAnally,2,78
2008,Mad,Ne-Yo,2,79
2008,T-Shirt,Shontelle,15,80
2008,Come On Get Higher,Matt Nathanson,16,81
2008,Seventeen Forever,Metro Station,1,82
2008,Krazy,Pitbull Featuring Lil Jon,12,83
2008,I Don't Care,Apocalyptica Featuring Adam Gontier,9,84
2008,What About Now,Daughtry,19,85
2008,Arab Money,Busta Rhymes,2,86
2008,River Of Love,George Strait,2,87
2008,Everybody Wants To Go To Heaven,Kenny Chesney With The Wailers,18,88
2008,Broken,Lifehouse,8,89
2008,Without You,Hinder,4,90
2008,When It Hurts,Avant,1,91
2008,Anything Goes,Randy Houser,4,92
2008,She Got Her Own,Ne-Yo Featuring Jamie Foxx & Fabolous,1,93
2008,Get Up,50 Cent,9,94
2008,Bad Girlfriend,Theory Of A Deadman,11,95
2008,Chasing Pavements,Adele,3,96
2008,Love Remembers,Craig Morgan,9,97
2008,See You In My Nightmares,Kanye West Featuring Lil Wayne,3,98
2008,Dead And Gone,T.I. Featuring Justin Timberlake,2,99
2008,No Me Doy Por Vencido,Luis Fonsi,9,100
2009,Empire State Of Mind,Jay-Z + Alicia Keys,14,1
2009,TiK ToK,Ke$ha,10,2
2009,Bad Romance,Lady Gaga,7,3
2009,Replay,Iyaz,17,4
2009,Fireflies,Owl City,17,5
2009,Sexy Chick,David Guetta Featuring Akon,19,6
2009,Whatcha Say,Jason Derulo,18,7
2009,Meet Me Halfway,The Black Eyed Peas,13,8
2009,3,Britney Spears,10,9
2009,Down,Jay Sean Featuring Lil Wayne,24,10
2009,Paparazzi,Lady Gaga,16,11
2009,Sweet Dreams,Beyonce,21,12
2009,How Low,Ludacris,1,13
2009,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",13,14
2009,Already Gone,Kelly Clarkson,20,15
2009,Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,6,16
2009,Party In The U.S.A.,Miley Cyrus,18,17
2009,I Gotta Feeling,The Black Eyed Peas,27,18
2009,Need You Now,Lady Antebellum,18,19
2009,Bedrock,Young Money Featuring Lloyd,3,20
2009,Hard,Rihanna Featuring Jeezy,4,21
2009,You Belong With Me,Taylor Swift,34,22
2009,Use Somebody,Kings Of Leon,46,23
2009,I Can Transform Ya,Chris Brown Featuring Lil Wayne & Swizz Beatz,10,24
2009,Evacuate The Dancefloor,Cascada,18,25
2009,Money To Blow,Birdman Featuring Lil Wayne & Drake,10,26
2009,Fifteen,Taylor Swift,15,27
2009,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,8,28
2009,Baby By Me,50 Cent Featuring Ne-Yo,7,29
2009,Cowboy Casanova,Carrie Underwood,13,30
2009,Carry Out,Timbaland Featuring Justin Timberlake,2,31
2009,Run This Town,"Jay-Z, Rihanna & Kanye West",20,32
2009,Tie Me Down,New Boyz Feat. Ray J,9,33
2009,Give It Up To Me,Shakira Featuring Lil Wayne,5,34
2009,Gangsta Luv,Snoop Dogg Featuring The-Dream,8,35
2009,Live Like We're Dying,Kris Allen,7,36
2009,Do I,Luke Bryan,15,37
2009,Say Aah,Trey Songz Featuring Fabolous,5,38
2009,Fallin' For You,Colbie Caillat,24,39
2009,Consider Me Gone,Reba,11,40
2009,One Time,Justin Bieber,21,41
2009,Spotlight,Gucci Mane Featuring Usher,7,42
2009,I Invented Sex,Trey Songz Featuring Drake,8,43
2009,Russian Roulette,Rihanna,8,44
2009,"Hey, Soul Sister",Train,11,45
2009,Telephone,Lady Gaga Featuring Beyonce,3,46
2009,If You Only Knew,Shinedown,7,47
2009,The Truth,Jason Aldean,6,48
2009,White Liar,Miranda Lambert,9,49
2009,Southern Voice,Tim McGraw,8,50
2009,My Life Would Suck Without You,"Glee Cast Featuring Lea Michele, Cory Monteith, Jenna Ushkowitz & Amber Riley",1,51
